rtt,cwnd
1,2
2,3
3,4
4,5
5,6
6,7
7,7
8,7
9,3.5
10,3.5
11,3.5
12,3.5
13,3.7857142857142856
14,4.049865229110512
15,4.296787026115504
16,4.529519063780412
17,4.750293054554916
18,4.9608063825781485
19,5.162386513484265
20,5.356095372243286
21,5.542798545077412
22,5.723212823508676
23,5.897939857228686
24,6.0674905858232435
25,6.2323033672944685
26,6.392757687481728
27,6.549184702063901
28,6.701875463661273
29,6.851087427599155
30,6.997049657765941
31,7.139967037077393
32,7.280023706079794
33,7.41738589614586
34,7.552204282839157
35,7.684615955318979
36,7.8147460757849
37,7.942709286656029
38,8.068610910888964
39,8.19254798147573
40,8.314610128961606
41,8.43488035023353
42,8.55343567745549
43,8.670347762576528
44,8.785683390094983
45,8.899504928568291
46,9.011870729590537
47,9.122835481527835
48,9.23245052413436
49,9.340764129215257
50,9.4478217517145
51,9.553666254953411
52,9.658338113202753
53,9.761875594317958
54,9.864314924786589
55,9.965690439216612
56,10.066034716023047
57,10.165378700840446
58,10.26375181899268
59,10.361182078184017
60,10.457696162431754
61,10.55331951813723
62,10.648076433085306
63,10.74199010907028
64,10.835082728766105
65,10.927375517389223
66,11.018888799641548
67,11.109642052368132
68,11.199653953317437
69,11.288942426351355
70,11.377524683416086
71,11.465417263553276
72,11.552636069202752
73,11.639196400023335
74,11.725112984436155
75,11.810400009075268
76,11.895071146312922
77,11.979139580011191
78,12.062618029637793
79,12.145518772871393
80,12.227853666810516
81,12.309634167890133
82,12.390871350600934
83,12.47157592509815
84,12.55175825377945
85,12.631428366904748
86,12.710595977324807
87,12.789270494380023
88,12.867461037025864
89,12.945176446236937
90,13.022425296737595
91,13.099215908103245
92,13.175556355273171
93,13.251454478512557
94,13.32691789285862
95,13.401953997083128
96,13.47656998220124
97,13.550772839554464
98,13.624569368493464
99,13.697966183684738
100,13.770969722063382
101,13.843586249452724
102,13.915821866870106
103,13.987682516536852
104,14.059173987609187
105,14.130301921645804
106,14.20107181782673
107,14.271489037937165
108,14.34155881112914
109,14.41128623847295
110,14.480676297309639
111,14.549733845415027
112,14.618463624985196
113,14.686870266452692
114,14.754958292142152
115,14.822732119773542
116,14.890196065820708
117,14.957354348732471
118,15.024211092023087
119,15.090770327238502
120,15.157035996804424
121,15.223011956761955
122,15.288701979396128
123,15.35410975576247
124,15.41923889811634
125,15.48409294224962
126,15.548675349739012
127,15.61298951011003
128,15.67703874292047
129,15.740826299767045
130,15.804355366218582
131,15.86762906367906
132,15.930650451183572
133,15.993422527130145
134,15.993422527130145
135,15.993422527130145
136,7.996711263565072
137,7.996711263565072
138,7.996711263565072
139,7.996711263565072
140,7.996711263565072
141,7.996711263565072
142,7.996711263565072
143,7.996711263565072
144,7.996711263565072
145,7.996711263565072
146,7.996711263565072
147,7.996711263565072
148,8.12176267120514
149,8.24488865265562
150,8.366175918272955
151,8.485704841614844
152,8.603550090614773
153,8.719781180045036
154,8.834462956955731
155,8.947656028778242
156,9.05941714216746
157,9.169799519345508
158,9.278853157638286
159,9.386625097016033
160,9.493159659722483
161,9.493159659722483
162,9.493159659722483
163,4.746579829861242
164,4.746579829861242
165,4.746579829861242
166,4.746579829861242
167,4.746579829861242
168,4.746579829861242
169,4.957257841365208
170,5.158982268861318
171,5.352818949796591
172,5.539636402316258
173,5.72015366507052
174,5.894974143426965
175,6.0646101716214265
176,6.229501231673295
177,6.390027726943188
178,6.5465215705901505
179,6.69927444694092
180,6.69927444694092
181,6.69927444694092
182,3.34963722347046
183,3.34963722347046
184,3.34963722347046
185,3.648177015479318
186,3.9222865216126475
187,4.177239849088798
188,4.416632375284806
189,4.643049227544445
190,4.858424932386771
191,5.064252955648774
192,5.2617154459228
193,5.451767532600136
194,5.635194282552378
195,5.812650453512834
196,5.984689011137722
197,6.151782071134485
198,6.314336594106328
199,6.314336594106328
200,6.314336594106328
201,3.157168297053164
202,3.157168297053164
203,3.157168297053164
204,3.4739078262487975
205,3.761768083347162
206,4.0276005264546635
207,4.275887314936206
208,4.509756901842034
209,4.731498344178215
210,4.942847884484074
211,5.145160402160182
212,5.339517802481493
213,5.526800631566782
214,5.707737138356698
215,5.882937918588828
216,6.052921014422665
217,6.21813050544646
218,6.37895054599146
219,6.535716144468846
220,6.6887215654350385
221,6.838226966462291
222,6.984463703690295
223,7.127638619106012
224,7.2679375390483685
225,7.405528154629104
226,7.540562412702231
227,7.673178515489933
228,7.803502604520481
229,7.931650187814771
230,8.057727356666252
231,8.181831828775586
232,8.304053847136192
233,8.424476958354921
234,8.543178689624808
235,8.660231140045218
236,8.775701499187939
237,8.889652503571183
238,9.002142839903033
239,9.113227502497741
240,9.222958111080258
241,9.331383194221276
242,9.438548442843718
243,9.544496937578435
244,9.649269353195525
245,9.752904142877174
246,9.85543770471171
247,9.956904532463248
248,10.057337352396354
249,10.156767247701769
250,10.255223771870547
251,10.352735052194136
252,10.449327884422376
253,10.545027819486217
254,10.63985924308399
255,10.733845448836666
256,10.827008705636528
257,10.919370319743239
258,11.010950692119831
259,11.101769371447464
260,11.191845103210717
261,11.2811958752039
262,11.369838959772444
263,11.45779095307139
264,11.545067811594624
265,11.631684886203377
266,11.717656953860242
267,11.802998247255127
268,11.88772248249193
269,11.971842884988941
270,11.971842884988941
271,11.971842884988941
272,5.985921442494471
273,5.985921442494471
274,5.985921442494471
275,5.985921442494471
276,5.985921442494471
277,5.985921442494471
278,5.985921442494471
279,5.985921442494471
280,6.152980099980506
281,6.315502972434322
282,6.473843488520652
283,6.628311232724414
284,6.779179223814352
285,6.926689706571192
286,7.071058812502316
287,7.212480348727118
288,7.351128906733447
289,7.487162434738108
290,7.62072438276802
291,7.7519455042484395
292,7.8809453791123625
293,8.007833709369084
294,8.132711427400368
295,8.255671649083736
296,8.376800497529517
297,8.496177818297145
298,8.613877803088709
299,8.729969535855272
300,8.844517472808873
301,8.957581865872072
302,9.069219137512306
303,9.069219137512306
304,9.069219137512306
305,4.534609568756153
306,4.534609568756153
307,4.534609568756153
308,4.534609568756153
309,4.534609568756153
310,4.534609568756153
311,4.7551357209722305
312,4.9654346606196444
313,5.166826898832121
314,5.360369283661393
315,5.546923594956333
316,5.727203705702634
317,5.901808984541292
318,6.071248558512479
319,6.2359593244055835
320,6.396319575006692
321,6.552659480834326
322,6.705269272770695
323,6.854405714473474
324,7.000297282853857
325,7.143148358971631
326,7.283142651368488
327,7.420446017218682
328,7.555208806096811
329,7.687567821666709
330,7.8176479748695975
331,7.945563685990714
332,8.071420080768993
333,8.19531401640773
334,8.317334966184385
335,8.437565785799764
336,8.55608338025609
337,8.672959286620863
338,8.788260185305194
339,8.902048350301959
340,9.014382047070308
341,9.125315885327696
342,9.234901132848591
343,9.343185995416638
344,9.45021586729231
345,9.556033555908403
346,9.660679483965207
347,9.764191871645577
348,9.866606901291187
349,9.967958866561956
350,10.068280307830594
351,10.167602135334965
352,10.26595374141569
353,10.363363102999477
354,10.4598568753455
355,10.555460477948998
356,10.65019817339005
357,10.744093139823496
358,10.837167537726234
359,10.929442571448728
360,11.020938546057016
361,11.111674919898586
362,11.20167035327913
363,11.290942753596397
364,11.379509317241535
365,11.467386568546639
366,11.554590396029253
367,11.641136086159788
368,11.727038354855788
369,11.81231137688747
370,11.896968813361473
371,11.981023837434236
372,12.064489158392496
373,12.064489158392496
374,12.064489158392496
375,6.032244579196248
376,6.032244579196248
377,6.032244579196248
378,6.032244579196248
379,6.032244579196248
380,6.032244579196248
381,6.032244579196248
382,6.032244579196248
383,6.032244579196248
