rtt,cwnd
211,2.0
212,2.0
213,2.5
214,1.25
215,2.0
216,2.0
217,2.0
218,2.0
219,2.0
220,2.0
221,2.0
222,2.0
223,2.0
224,2.0
225,2.0
226,2.0
227,2.0
228,2.0
229,2.0
230,2.0
231,2.0
232,2.0
233,2.0
234,2.0
235,2.0
236,2.0
237,2.5
238,2.5
239,1.25
240,2.05
241,2.5378048780487803
242,2.93184620433422
243,3.272928215567168
244,3.5784650114075585
245,3.5784650114075585
246,3.5784650114075585
247,2.0
248,2.5
249,2.5
250,1.25
251,2.05
252,2.5378048780487803
253,1.2689024390243901
254,2.0
255,2.5
256,2.5
257,1.25
258,2.0
259,2.5
260,2.0
261,2.0
262,2.0
263,2.0
264,2.0
265,2.0
266,2.5
267,2.9
268,3.2448275862068963
269,3.2448275862068963
270,1.6224137931034481
271,2.0
272,2.5
273,2.5
274,1.25
275,2.0
276,2.0
277,2.0
278,2.5
279,2.5
280,2.0
281,2.0
282,2.0
283,2.0
284,2.0
285,2.0
286,2.0
287,2.0
288,2.5
289,2.0
290,2.0
291,2.0
292,2.0
293,2.0
294,2.5
295,2.9
296,2.9
297,1.45
298,2.139655172413793
299,2.139655172413793
300,2.0
301,2.0
302,2.0
303,2.0
304,2.0
305,2.0
306,2.0
307,2.0
308,2.0
309,2.0
310,2.0
311,2.0
312,2.0
313,2.0
314,2.5
315,2.9
316,2.9
317,2.0
318,2.0
319,2.0
320,2.5
321,1.25
322,2.0
323,2.0
324,2.0
325,2.0
326,2.0
327,2.0
328,2.5
329,2.9
330,3.2448275862068963
331,3.2448275862068963
332,3.2448275862068963
333,1.6224137931034481
334,2.0
335,2.0
336,2.0
337,2.0
338,2.0
339,2.0
340,2.0
341,2.0
342,2.0
343,2.5
344,2.9
345,2.9
346,1.45
347,2.0
348,2.5
349,1.25
350,2.0
351,2.5
352,2.9
353,3.2448275862068963
354,3.2448275862068963
355,1.6224137931034481
356,2.0
357,2.5
358,1.25
359,2.0
